CharityID	RegistrationNumber	CategoryCode	IRSCode	EIN	Purpose	Name	InCareOF	Address1	Address2	City	State	Zip	Phone	PeriodBeginning	PeriodEnding	TotalRevenue	ProgramServiceExpense	ManagementExpense	FundRaisingExpense	TotalAssets
75853	65231	125	501(c)(3)	922442652	to create innovative, musically-driven experiences that engage, educate, and inspire children of all-ages to reach their highest potential. Frogtown helps kids growing up in today's challenging world by exploring important themes like bullying, empathy-building, and the environment in fun and entertaining ways.	Frogtown		8105 SE 7th Ave		Portland	OR	97202		01/01/2024	12/31/2024	500.0000	0.0000	0.0000	0.0000	500.0000
75854	65232	321	501(c)(3)	934576786	To provide a safe and fun environment for youth of Coquille to learn the game of baseball.	Coquille Youth Baseball League		93970 Covey Ln,		Coquille	OR	97423	5412972818	01/01/2025	12/31/2025	40646.4700	0.0000	0.0000	0.0000	16384.2100
75855	65233	602	501(c)(0)	934223392	Promote support, receive gifts, invest monies, allocate funds to enhance the facilities services provided by the Sherwood Public Library.	Sherwood Library Foundation		PO Box 44		Sherwood	OR	97140	5036256688	01/01/2025	12/31/2025	27557.9100	0.0000	0.0000	0.0000	26645.2300
75857	65235	149	501(c)(0)	933872074	The purpose is to provide services to a wide range of public and private organizations that support efforts to improve individual and community health and well-being and eliminate health inequities, by providing consultation, engaging training leadership development and related services grounded in equity principles, research and best practices at the policy, system, organization and service levels.	4BCS Inc.		1481 NW 13th Ave, Apt 618		Portland	OR	972285681	7157818691	01/01/2024	12/31/2024	55746.0000	56939.0000	0.0000	0.0000	4754.0000
75859	65237	575	501(c)(3)	823421356	The vision of South Morrow County Seniors Matters is to enhance the physical and emotional well-being of older adults in south Morrow County.  SMCSM hosts a weekly meal and works to connect seniors to needed resources.	South Morrow County Seniors Matter		PO Box 241		Heppner	OR	97836	5419807535	07/01/2024	06/30/2025	142315.0000	95650.0000	0.0000	0.0000	150972.0000
75860	65238	399	501(c)(3)	592172279	To love support families of children with medical needs by giving them a place to call home.	Ronald McDonald House Charities of Northwest Florida, Inc.		5200 Bayou Blvd		Pensacola	FL	32503	8504772273	01/01/2024	12/31/2024	0.0000	1496170.0000	71462.0000	134460.0000	0.0000
75861	65239	913	501(c)(3)	934199989	Sanctuary for domestic animals both farm animals as well as house animals. Providing sanctuary to heal and live peacefully and to educate people.	Compassionate Sanctuary, Inc.		2636 SW Mossy Brae Rd		West Linn	OR	97068	5038887536	01/01/2024	12/31/2024	50100.0000	0.0000	0.0000	0.0000	50100.0000
75862	65240	999	501(c)(3)	473227718	To promote social and environmental justice and aesthetic enrichment, including charitable, humanitarian, scientific, medical and educational purposes.	PADOSI Foundation		PO Box 13040		Portland	OR	97213		01/01/2024	12/31/2024	458494.0000	0.0000	0.0000	0.0000	567704.0000
75864	65242	149	501(c)(0)		To elevate young men and women in Oregon to college, trade school or career field by submitting to a rite of passage that cultivates and promotes civil and personal responsibility.	York Academy of Oregon		6204 NE 12th Ave		Portland	OR	97211	9713132232	04/01/2023	03/31/2024	0.0000	0.0000	0.0000	0.0000	0.0000
75865	65243	900	501(c)(0)	936092174	To manage, preserve, maintain, and enhance Fairview cemetery in Gates, OR.	Fairview Cemetery Association		PO Box 276		Mill City	OR	97360	5038973419	01/01/2025	12/31/2025	21500.0600	0.0000	0.0000	0.0000	286297.5900
75866	65244	482	501(c)(4)	383650370	FairVote Action campaigns for better elections for all. We win voting reforms that make democracy more functional and representatives for every American.	FairVote Action	Virginia McMullan	8484 Georgia Avenue, Suite 240		Silver Spring	MD	20910	3012704616	01/01/2024	12/31/2024	0.0000	1530468.0000	32243.0000	32979.0000	0.0000
75867	65245	161	501(c)(3)	133859563	Unique research into cause, care and cure of Alzheimer's. Donate to change lives. Bring a cure to 5.8 million Americans.	Zachary and Elizabeth M Fisher Center For Alzheimers Research Fdn, The		FDR Station, PO Box 220		New York City	NY	10150		01/01/2024	12/31/2024	0.0000	20636769.0000	1262370.0000	577938.0000	0.0000
75868	65246	509	501(c)(3)	455308952	Organized for the purpose of changing public policy through direct engagement in the policymaking process.	Niskanen Center, Inc., The	c/o Kevin Lieng, Labyrinth, Inc.	812 N Prince St		Lancaster	PA	17603	2028991161	01/01/2024	12/31/2024	0.0000	8877874.0000	1023681.0000	456169.0000	0.0000
75871	65248	560	501(c)(3)	851024853	At Coast Kids, our mission is to provide children in North Tillamook County with resources and opportunities that support their physical, social, emotional and intellectual wellbeing. By nurturing the whole child, we help coastal children thrive and reach their full potential. We provide food, hygiene items, enrichment experiences, and as-needed support.	Coast Kids Corp.		PO Box 36		Nehalem	OR	97131	8052841707	01/01/2025	12/31/2025	13200.8200	0.0000	0.0000	0.0000	10913.3400
75873	65250	573	501(c)(3)	383152354	Peer support organization for people who desire to change their relationship with alcohol whether that be by reducing the amount they drink or abstaining from alcohol completely.	Moderation Management Network, Inc.	c/o URS Compliance Services, LLC	3675 Crestwood Parkway, Ste 350		Duluth	GA	30096	7198360219	01/01/2024	12/31/2024	0.0000	0.0000	85178.0000	0.0000	0.0000
75874	65251	602	501(c)(3)	204311706	Driven to help make a lasting impact on the lives of individuals with intellectual and developmental disabilities, veterans, and seniors, the CDS Wolf Foundation supports critically needed, yet unfunded opportunities for those in our community.	CDS Wolf Foundation, Inc.	c/o URS Compliance Services, LLC	3675 Crestwood Pkwy.  Ste 350		Duluth	GA	30096	5853414600	01/01/2024	12/31/2024	0.0000	482545.0000	446752.0000	538333.0000	0.0000
75875	65252	35	501(c)(3)	883037214	Enhance and support the educational experience of the students who attend Douglas Gardens Elementary PTO.	Douglas Gardens Elementary PTO		3680 Jasper Rd		Springfield	OR	97478	5415201043	07/01/2024	06/30/2025	24067.9300	0.0000	0.0000	0.0000	24243.2700
75878	65255	120	501(c)(3)	922786622	To support education, literacy, and community building through storytelling and preservation of oral histories. Qilin Press aspires to support marginalized and diverse voices.	Qilin Press		3518 SW 58th Dr.		Portland	OR	97221	6504838486	01/01/2025	12/31/2025	1842.7500	0.0000	0.0000	0.0000	1377.1500
75879	65256	249	501(c)(3)	933461424	Create education opportunities for black Oregonians in and around the food systems in Oregon for black Oregonians. To share agricultural opportunities for black families, families, and school aged children in Oregon and in the Pacific Northwest.	Friends Agriculture International		PO Box 575		Blodgett	OR	97326	5037814691	01/01/2024	12/31/2024	0.0000	0.0000	0.0000	0.0000	0.0000
75881	65257	602	501(c)(3)	931616002	Dedicated to educating, strengthening, and preserving the democratic foundations of the State of Israel.	America-Israel Democracy Coalition		755  W Lancaster Ave., Ste 1121		Bryn Mawr	PA	19010	6102205617	01/01/2024	12/31/2024	0.0000	20412332.0000	225664.0000	3477.0000	0.0000
75882	65258	125	501(c)(0)	933699224	To educate the public, generate support and provide solutions regarding the well-being of federal wildland fire personnel.	Friends of Grassroots Wildland Firefighters	c/o Lynch Murphy McLane LLP	747 NW Mill View Way		Bend	OR	97702	5035502527	01/01/2025	12/31/2025	45967.8700	0.0000	0.0000	0.0000	24054.7500
75884	65260	125	501(c)(3)	853095062	To be a powerful force to promote that the promise of America is available to anyone regardless of race or social station. In the racially divisive environment in which we currently live, our founders have a unique vantage point to convey a counter to anyone regardless of race of social station.	Take Charge Minnesota	c/o Labyrinth, Inc.	812 N Prince St		Lancaster	PA	17603	6124522225	01/01/2024	12/31/2024	0.0000	828886.0000	16554.0000	153722.0000	0.0000
75885	65261	40	501(c)(3)	237093591	To provide scholarships and financial assistance to medical and educational institutions in Ireland and in the United States.	Friends of the Royal College of Surgeons in Ireland		277 West End Ave. 4C		New York City	NY	10023	9174965333	01/01/2024	12/31/2024	0.0000	250000.0000	46614.0000	0.0000	0.0000
75886	65262	560	501(c)(3)	934777187	to serve anyone who needs nutritious meals in a safe and caring environment.	Family Kitchen		PO Box 982		Bend	OR	97709		01/01/2024	12/31/2024	1081988.0000	919202.0000	156529.0000	35192.0000	594008.0000
75887	65263	160	501(c)(0)	933659108	StirrUp purpose is an equine-assisted organization with the mission to provide purpose of healing through meaningful equine experiences. Our service is to people with special needs, veterans, first responders and more.	StirrUp Purpose		60575 Billadeau Rd		Bend	OR	97702	5414100164	01/01/2025	12/31/2025	161654.0000	142689.0000	0.0000	0.0000	23251.0000
75888	65264	125	501(c)(3)	830804345	News organization that is changing the conversation around animal agriculture across the globe.	Sentient Media		18 Bartol St, #1150		San Francisco	CA	94133	4153162176	01/01/2024	12/31/2024	0.0000	939879.0000	207915.0000	46284.0000	0.0000
75891	65267	351	501(c)(0)	933795932	To greatly improve the Coos basin fishery, beyond that of the natural carrying capacity, in the Coos watershed. To support the Coquille Tribe in their no-waste policies and fishery governance with a common goal of abundance, and their co-management of the Coos basin fishery.	Millicoma River STEP Association		91146 Cape Arago Hwy		Charleston	OR	97420	5412971685	01/01/2024	12/31/2024	20000.0000	0.0000	0.0000	0.0000	15670.0000
75893	65269	179	501(c)(3)	934251750	Setting up sexual assault medical services in Columbia County so people in the county that have suffered sexual assaults do not have to leave the county to get care.  Making for faster services for medical, advocates and justice.	Columbia Sexual Assault Response Network (C-SARN)	CSARN	344 North 10th Street		Saint Helens	OR	97051	9716689423	08/01/2024	07/31/2025	0.0000	0.0000	0.0000	0.0000	6242.0100
75894	65270	321	501(c)(3)	813874410	To teach the fundamentals of baseball to all children who wish to participate and dedicate themselves to the sport regardless of financial hardship.	Astoria Youth Baseball		PO Box 1359		Astoria	OR	97103	5037416547	01/01/2025	12/31/2025	48452.4900	0.0000	0.0000	0.0000	20973.6900
75895	65271	161	501(c)(3)	862142240	to provide community support and information on the management of celiac disease and other forms of gluten intolerance.	GIG Cares	c/o ACL	PO Box 3028		Vista	CA	92085	2538336655	01/01/2024	12/31/2024	0.0000	331850.0000	1244.0000	3500.0000	0.0000
75896	65272	602	501(c)(3)	421745656	The making of distributions to organizations that qualify as exempt organizations under section 501C3 of the Internal Revenue Code or the corresponding section of any future or any future federal tax code.	HD Supply Charitable Fund, Inc.		3400 Cumberland Blvd		Atlanta	GA	30339	7708529000	01/01/2024	12/31/2024	0.0000	1498442.0000	68493.0000	16931.0000	0.0000
75897	65273	317	501(c)(0)	933562763	To train Deschutes County Rocks boxing team and US Boxing Team athletes.	Rocks Boxing Foundation		345 SW Cyber Dr, Ste 104		Bend	OR	97702	8016080658	01/01/2025	12/31/2025	20068.3700	0.0000	0.0000	0.0000	4749.9500
75899	65275	560	501(c)(3)	832711117	Conducting medical rescue and providing humanitarian relief in conflict zones.	Stronghold Rescue & Relief		N85W16110 Appleton Ave., Unit 493		Menomonee Falls	WI	53052	2623029419	01/01/2024	12/31/2024	0.0000	1985696.0000	410219.0000	259442.0000	0.0000
75900	65276	286	501(c)(3)	900201257	National Deer Association seeks to ensure the future of wild deer, wildlife, habitat, and hunting.	National Deer Association	Harbor Compliance/Labyrinth	812 N Prince St		Lancaster	PA	17603	7062868767	01/01/2024	12/31/2024	0.0000	5437659.0000	275638.0000	252301.0000	0.0000
75901	65277	120	501(c)(0)	921153812	A  literary arts organization that enacts a politics of connection across diasporic boundaries,  through facilitating collaborative writing and art projects with the Vietnamese and SE Asian women and non-binary rights and artists, including reading/art events, created creative retreats, mentorship activities, and community engagement.	She Who Has No Master(s)		6402 SE 88th Ave		Portland	OR	97266	5418081000	01/01/2024	12/31/2024	76466.0000	0.0000	0.0000	0.0000	73406.0000
75902	65278	602	501(c)(3)	933491486	To support athletics and other extracurricular activities at Klamath Union High School through volunteer and fundraising efforts.	Klamath Union High School Boosters		1300 Monclaire St		Klamath Falls	OR	97601	5035237707	07/01/2024	06/30/2025	33589.0000	24640.0000	0.0000	0.0000	11383.0000
75903	65279	602	501(c)(0)	933690037	To benefit, perform the functions of, and/or carry out the purposes of CareOregon and any other organization whose purpose includes addressing health equity and improving the health of populations in Oregon facing health disparities.	CareOregon Foundation		315 SW 5th Ave		Portland	OR	97204	504164100	01/01/2024	12/31/2024	1008628.0000	0.0000	22462.0000	0.0000	25986193.0000
75906	65282	35	501(c)(3)	881303454	To enhance the quality of education and well-being of our students. We will do this by providing opportunities for the students, supporting our teachers, and building relationships with the parents and community.	Cornelius Elementary School PTO		200 N 14th Ave		Cornelius	OR	97113	5033592500	01/01/2024	12/31/2024	7143.0000	0.0000	0.0000	0.0000	7718.0000
75907	65283	30	501(c)(3)	933890222	Equips and empowers students from traditionally underserved communities to overcome barriers that prevent meaningful academic achievement.	Genesis Reading Academy		PO Box 23201	950 Tyinn St	Eugene	OR	97402	5418449318	07/01/2024	06/30/2025	602522.0000	512048.0000	14953.0000	0.0000	84640.0000
75908	65284	205	501(c)(3)	464325289	The national professional society for dental therapists. Each year, the ADTA supports dental therapists in providing vital oral health care to hundreds of thousands of Americans. We educate the public about the value of dental therapists, create educational and career advancement opportunities, and support educational institutions in developing dental therapy programs.	American Dental Therapy Association (ADTA)		3300 Arctic Blvd, Ste. 201 PMB 1232		Anchorage	AK	99503	5034989819	01/01/2024	12/31/2024	0	147264.0000	0.0000	0.0000	0
75909	65285	288	501(c)(3)	530187508	The Potomac Appalachian Trail Club connects people to the outdoors, and to each other through trails, cabins, and outreach.	Potomac Appalachian Trail Club		118 Park St, SE		Vienna	VA	22180	7032420315	01/01/2024	12/31/2024	0.0000	1065616.0000	314417.0000	48574.0000	0.0000
75911	65287	154	501(c)(3)	860865357	NNHOPES is a federally qualified healthcare center that offers medical, behavioral health, case management, and pharmacy services to more than 12,000 patients annually regardless of their ability to pay.	Northern Nevada HIV Outpatient Program Education and Services		580 W 5th St		Reno	NV	89503	7757864673	07/01/2024	06/30/2025	0.0000	51610495.0000	515760.0000	585744.0000	0.0000
75912	65288	560	501(c)(3)	455619310	We provide high-achieving, diverse, and underrepresented students, including students of color from under-resourced communities, the opportunities they need to thrive at top colleges and in meaningful careers.	Thrive Scholars		812 N Prince St		Lancaster	PA	17603	6175004449	09/01/2023	08/31/2024	0.0000	17211173.0000	1579518.0000	2982760.0000	0.0000
75913	65289	166	501(c)(3)	411419064	Psychiatric residential treatment facility for youth ages 10-17.	Nexus Family Healing		505 Hwy 169 N, Ste 500		Minneapolis	MN	55441	9714156566	01/01/2024	12/31/2024	0.0000	77914694.0000	16736953.0000	1761694.0000	0.0000
75914	65290	566	501(c)(3)	883130756	Educates and provides jobs to individuals.	Experience NOW, Inc.		4532 Cherry Hill Rd Ste 540		Arlington	VA	22207	7034638889	01/01/2025	12/31/2025	0.0000	686167.0000	240079.0000	0.0000	0.0000
75915	65291	566	501(c)(3)	470900181	Support people from underinvested communities to build careers. By creating equitable workforce systems and developing impactful partnerships, we address structural racism.	Seattle Jobs Initiative		1200 12th Ave. South Ste 720		Seattle	WA	98144	2066286975	01/01/2024	12/31/2024	0.0000	4609035.0000	1791224.0000	147331.0000	0.0000
75916	65292	41	501(c)(3)	020368776	Providing low cost or alternative financial assistance to eligible students through means allowed by law, including the organization and acquisition of loans for educational purposes.	Granite Edvance Corporation		3 Barrell Ct		Concord	NH	03301	6032256612	10/01/2024	09/30/2025	0.0000	55794519.0000	3406329.0000	0.0000	0.0000
75917	65293	237	501(c)(0)	884264573	To maintain a registry to record the history, breeding and exhibition of the horse breed known as the North American Destrier.	North American Destrier Horse Registry	c/o Kade Bartlett	3225 Cal Bost Rd		Midland	NC	281078792	5412631357	01/01/2024	12/31/2024	1600.0000	0.0000	0.0000	0.0000	1600.0000
75920	65296	120	501(c)(3)	920281706	Publishes books by deserving authors from diverse backgrounds who otherwise would find it difficult to get published in the traditional publishing industry.	Aristata Press	Judy Blankenship	2020 SE Ash St		Portland	OR	97214	5033334501	02/01/2024	01/31/2025	1000.0000	0.0000	0.0000	0.0000	5154.0000
75921	65297	560	501(c)(0)	920380555	Seek donations and provide funding for low-income in home care services and other services.	Cor Mariae Home Care Foundation		500 SW 116 Ave Ste 122		Portland	OR	97225	5037402212	01/01/2025	12/31/2025	84410.0000	0.0000	0.0000	0.0000	8694.9900
75922	65298	32	501(c)(3)	920269205	To provide a hands on learning approach while supporting social emotional growth for young children in the community and others.	Dragonfly Ranch Education		15898 S Springwater Rd.		Oregon City	OR	97045	9713561715	09/01/2025	12/31/2025	44817.0000	43630.0000	0.0000	0.0000	3771.0000
75927	65303	352	501(c)(3)	990874340	To maintain a nature preserve that will focus on ecological restoration and management of native plant species and wildlife. The foundation will also open and maintain a park on the preserve that will be accessible to the public, as well as allow public access to part of the greater preserve to educate the general public about the restoration efforts of the foundation.	Hess Creek Preserve		3113 E Crestview Dr		Newberg	OR	97132	5035371000	01/01/2024	12/31/2024	0.0000	0.0000	0.0000	0.0000	0.0000
75928	65304	90	501(c)(3)	922608543	HONK PDX is dedicated to the activation of public space through energetic musical performance. We engage and educate the public with accessible opportunities to join the creative community by breaking down barriers to musical participation.	Honk PDX		6315 SE 23rd Ave		Portland	OR	97202	6034185483	07/01/2024	06/30/2025	6372.4500	0.0000	0.0000	0.0000	746.4200
75933	65309	59	501(c)(3)	920457316	Provide a comprehensive destination to connect students and families with information on educational resources within Marion and Polk Counties.	Neon Kidz	Deborah Butler	15805 S Abiqua Rd NE		Silverton	OR	97381	5039320514	01/01/2025	12/31/2025	1698.1200	0.0000	0.0000	0.0000	440.0000
75934	65310	60	501(c)(0)		To protect, gather and restore Oregon and Washington’s big game animals for present and future generations to see, experience these treasures that have lived in these states.	Northwest Big Game Museum, Inc.		PO Box 62		Canyon City	OR	97820	5415302749	01/01/2025	12/31/2025	12570.0000	0.0000	0.0000	0.0000	3287.0000
75935	65311	166	501(c)(3)	412581430	To provide mental healthcare services and emotional restoration through expressive arts for helpers and others. Helpers include medical and mental healthcare providers, students in these fields, caregivers, teachers, and other qualified practitioners of public service.	Oasis Care Collaborative, The		1314 Center St. B-189		Medford	OR	97501	5419514588	01/01/2025	12/31/2025	0.0000	0.0000	0.0000	0.0000	3100.0000
75936	65312	297	501(c)(3)	920362489	To help build and maintain public trails.	OHV Construction & Conservation Inc.		922 N. Railroad Ave		Ridgefield	WA	98624	4086467421	01/01/2024	12/31/2024	0.0000	0.0000	0.0000	0.0000	0.0000
75937	65313	179	501(c)(3)	992018987	The main purchase of this organization is to provide informal domestic and international education on the advanced knowledge and skills of vision care, such as using behavioral or optical means to correct and enhanced vision. An additional purpose is to conduct clinical trials to understand and assess new treatment methods that can potentially benefits patients by elevating their quality of vision.	Pacific Center for Advanced Vision Care		7129 NE Imbrie Drive		Hillsboro	OR	97124	5036902020	01/01/2024	12/31/2024	21530.0000	7609.7700	0.0000	0.0000	13920.2300
75938	65314	407	501(c)(3)	884115149	Volunteer wildland fire association.	Petersburg Rangeland Fire Protection Association		5623 Emerson Loop Rd		The Dalles	OR	97058	5412886020	07/01/2024	06/30/2025	12708.0000	0.0000	0.0000	0.0000	16699.0000
75940	65316	281	501(c)(3)	920291555	Our vision is to build a fun and collaborative community for young chess players in Oregon and beyond. As a result, our purpose is to help children and youth boost self-esteem, intelligence and patience through learning and playing chess.	Puddletown Chess	Ishaan Kodarapu	4804 NW Bethany Blvd, Suite I-2 #146		Portland	OR	97229	5034197097	09/01/2024	08/31/2025	36716.0000	0.0000	0.0000	0.0000	44790.0000
75944	65320	249	501(c)(3)	884132071	To auction pigs for 4H and FFA projects.	S.O. Sale of Champions Hogs	c/o Susan Gonzalez	6270 Downing Rd		Central Point	OR	97502	5417784635	01/01/2024	12/31/2024	43301.6300	0.0000	0.0000	0.0000	3547.3700
75952	65328	149	501(c)(0)	920514368	School to teach XPS to engineers, business to sell chemical analysis to pay bills, research to make XPS reference Spectra for free website (http://xpsdatabase.com and https://xpslibrary.com)	XPS Research Institute Inc., The	Vince Crist	1091 Vineyard View Way S		Salem	OR	97306	6509193940	01/01/2024	12/31/2024	0.0000	0.0000	0.0000	0.0000	0.0000
75953	65329	999	501(c)(3)	920562172	Charitable, religious, education and scientific purposes.	Thriiive for the Warm Springs Reservation		PO Box 1186	4202 Holliday St	Warm Springs	OR	97761	5415533565	01/01/2024	12/31/2024	510.0000	0.0000	0.0000	0.0000	70328.0000
75955	65331	379	501(c)(3)	884024800	To improve wildlife habitats in western states. Focus on reseeding for optimal wildlife habitat due to over grazing and wildfires.	Western Habitat Restoration	Seth Taylor	4180 SW Smith Ln		Culver	OR	97734	5415466030	01/01/2025	12/31/2025	0.0000	0.0000	0.0000	0.0000	0.0000
75956	65332	907	501(c)(3)	920312646	Raise dollars for veterans’ reintegration, mental health and general veteran health.	4 Spirits Foundation		3405 Southwest Deschutes St		Corvallis	OR	97333	5413683195	01/01/2025	12/31/2025	53272.8000	0.0000	0.0000	0.0000	112947.0800
75957	65333	119	501(c)(3)	920425835	To promote and share the Asian art and culture to the public for educational and heritage purposes.	Asian Art and Culture Foundation		702 Terrace Drive		Lake Oswego	OR	97034	5037441314	01/01/2023	12/31/2023	0.0000	0.0000	0.0000	0.0000	0.0000
75958	65334	408	501(c)(3)	883456196	Promote healing and wellness work in the African American community.	Be The Healing Incorporated		3519 NE15th Ave #277		Portland	OR	97212	5037039493	07/01/2024	06/30/2025	496535.0000	0.0000	0.0000	0.0000	308763.0000
75960	65336	449	501(c)(3)	884109343	To seek social and economic justice under the law for all COFA residents in Oregon.	COFA Alliance National Network of Oregon		PO Box 20661		Keizer	OR	97307	3713755542	01/01/2024	12/31/2024	725282.0000	8214.0000	3520.0000	0.0000	483096.0000
75961	65337	321	501(c)(3)	920527532	Youth sports-softball organization.	Columbia Gorge Hawks		1908 Goldenway		The Dalles	OR	97058	5419939500	01/01/2025	12/31/2025	57681.9300	0.0000	0.0000	0.0000	12324.9100
75962	65338	402	501(c)(0)	884120439	The mission of the Corporation is to develop environmentally equitable economic resilient strategies for undersevered and blighted communites.	COR Healthy Communities Inc		PO Box 301427		Portland	OR	97294	5035222933	01/01/2025	12/31/2025	4000.0000	0.0000	0.0000	0.0000	906.0000
75964	65340	317	501(c)(0)	884170485	FOFO is a non profit organization to promote and develop football officials on all levels in the state of Oregon.	Football Officials Foundation of Oregon		15259 SW Willamette St		Sherwood	OR	97140	5035723300	01/01/2024	12/31/2024	19391.0000	3000.0000	0.0000	0.0000	14520.0000
75966	65342	93	501(c)(3)	883965077	Global Conferences: Host international conferences bringing together members from around the world. Networking and community building: Global Networking Events to connect members globally Cultural Exchange programs: create opportunities for members to participate in exchange programs. Advocacy and policy influence. Engage in advocacy campaigns that have international relevance.	Global Youth Network		P.o.Box 40145		Eugene	OR	97404	4067029631	01/01/2024	12/31/2024	0.0000	0.0000	0.0000	0.0000	2095.1900
75970	65346	149	501(c)(0)	920369058	To promote foster, and conduct STEM and research projects and activities, social, literary, educational, and charitable activities by school children and undertaking of the GYRA.	GYRA		14138 NW Gargany St		Portland	OR	97229	9714008683	01/01/2024	12/31/2024	2274.0000	0.0000	0.0000	0.0000	430.9900
75972	65348	65	501(c)(3)	920925841	We are a youth livestock organization. We provide opportunities to youth throughout Oregon to show their animals and give out prizes.	I-5 Jackpot Show		920 S Deer Creek Rd		Roseburg	OR	97470	5414300731	01/01/2024	12/31/2024	36525.0000	0.0000	0.0000	0.0000	4580.9600
75973	65349	321	501(c)(3)	882260537	To promote, support & advance youth wrestlers. We provide coaching & mentoring to athletes.	Illinois Valley Youth Wrestling Club		4650 Caves Hwy		Cave Junction	OR	97523	5416602547	11/01/2024	10/31/2025	23910.0000	0.0000	0.0000	0.0000	16385.0000
75978	65354	59	501(c)(3)	920279178	The Reynolds Senior All Night Party Committee is organized for the purpose of planning and executing an all-night party for the graduating seniors of Reynolds High School in Troutdale, Oregon.	Reynolds Senior All Night Party Committee		1824 SW Hartley Ave		Gresham	OR	97080	5034904955	09/01/2023	08/31/2024	20564.0000	0.0000	0.0000	0.0000	2453.0000
75979	65355	160	501(c)(3)	881735622	Accommodate dogs whose person has a medical issue short term or long term or end of life situation. We would care for the dog temporarily, for the remainder of their life, or find their perfect home. We also would facilitate travel arrangements if visitation to the pet owner was possible. This will allow for in kennel training and other activities for dogs.	Roselynn Ranch Pet Accommodations		820 NE 365th Ave, PO Box 72		Corbett	OR	97019	5036674377	01/01/2025	12/31/2025	26661.0000	0.0000	0.0000	0.0000	79314.0000
75982	65358	90	501(c)(0)	992990949	The Ensemble Alliance Project is dedicated to inclusion, outreach, and inspiration to foster unity, collaboration, and expansion of local performing arts organizations.	Ensemble Alliance Project, The		63130 Stag Dr		Bend	OR	97703	2108963432	01/01/2024	12/31/2024	0.0000	0.0000	0.0000	0.0000	0.0000
75984	65360	560	501(c)(3)	932831450	Helping those who are houseless and struggling with showers, clothes, mail, services, and many other resources.	Agape Respite Center	Jamelle Villareal	357 SW 10th St		Newport	OR	97365	5419618425	08/01/2023	07/31/2024	35369.0500	0.0000	0.0000	0.0000	5584.0500
75987	65363	602	501(c)(3)	933096255	Disbursing funds raised by the members of the APBA to charitable organizations and individuals in need in our community.	APBA		2600 Pacific Blvd SW		Albany	OR	97321	5419177680	01/01/2025	12/31/2025	33279.7100	0.0000	0.0000	0.0000	0.0000
75990	65366	913	501(c)(3)	933589195	To rescue heal, rehabilitate and rehome animals that have been abandoned, abused, and neglected.	Bentley's Sanctuary	c/o Diane Jewell	PO Box 139		Rogue River	OR	97537	5106049948	01/01/2024	12/31/2024	2558.0000	0.0000	0.0000	0.0000	1211.0400
75992	65368	431	501(c)(3)	933776612	Canby Pride strives to create community in Canby, Oregon through visibility, education + advocacy.	Canby Pride		5441 S. Macadam Ave. Ste A		Portland	OR	97239	5203314425	01/01/2025	12/31/2025	9112.6800	0.0000	0.0000	0.0000	8707.5100
75993	65369	160	501(c)(3)	141656846	To support individuals with developmental disabilities who have chosen Christian Science as a way of life.	CherishAbility	Registered Agents, Inc.	5441 S. Macadam Ave, Ste. R		Portland	OR	97239	5035836743	01/01/2024	12/31/2024	675462.0000	342746.0000	151038.0000	0.0000	380263.0000
75994	65370	560	501(c)(3)	932859030	To help the homeless and all people in need due to unfair circumstances.	Chords of Hope Inc		4630 Zion Ave E19		San Diego	CA	92120	6197156567	01/01/2025	12/31/2025	0.0000	0.0000	0.0000	0.0000	0.0000
75996	65372	399	501(c)(0)	933155552	To provide ministry to the women of Klamath Falls surrounding counties through one-on-one and group faith-based Jesus central, Biblical instruction, temporary housing, and spiritual encouragement.	Daughters Refuge	Tonya L Heft	4080 Round Lake Rd		Klamath Falls	OR	97601	6145370014	01/01/2024	12/31/2024	0.0000	0.0000	0.0000	0.0000	0.0000
75999	65375	602	501(c)(0)	933127217	East County Rising Action Fund is committed to enhancing the quality of life for East Multnomah County residents. Our work is rooted in organizing, advocacy, and civic engagement.	East County Rising Action Fund		PO Box 94		Fairview	OR	97024	9712020262	01/01/2024	12/31/2024	525340.0000	437814.0000	79373.0000	13044.0000	1816.0000
76000	65376	149	501(c)(3)	932838919	provides relevant training and continuing education to employees working with or for Federal agencies. In our classes, students will learn the fundamentals of key master planning products, gain an understanding of sustainably-focused design principles, and tie planning efforts to the latest Federal Planning policy and guidance.	FMPI, Ltd		800 Willamette St Ste 790		Eugene	OR	97401	5105518065	01/01/2024	12/31/2024	10000.0000	0.0000	0.0000	0.0000	10955.1900
76002	65378	40	501(c)(3)	932956747	To develop international education experiences for students of all ages and ethnic backgrounds. To support underprivileged individuals with scholarships for education programs.	Gide International Education		PO Box 1842		Oregon City	OR	97045	5037013558	07/01/2024	12/31/2024	49921.0000	0.0000	0.0000	0.0000	120.8900
76003	65379	281	501(c)(3)	933714227	Hawkbot1cs bas been organized for the purpose of providing access to science, technology, math, and engineering education for youth in our community. Thsis is accomplished through youth participation in robotics programs and other STEM- related activities.	Hawkbot1cs		14780 SW Carolwood Dr		Beaverton	OR	97007	5034682001	06/01/2024	05/31/2025	4306.0000	0.0000	0.0000	0.0000	1822.0000
