DATE CHECKED,ORG NAME,EIN,STATUS,EXPIRATION DATE,SOURCE,NOTES
7/21/2026,Stitching Hearts Worldwide,84-1775870,Current,5/31/2027,,
7/21/2026,Stone Of Hope Youth,81-5317919,Current,2/28/2027,,
7/21/2026,Stone Soup,82-1574950,Delinquent,5/31/2026,,
7/21/2026,Stonegate Water Company,26-3049331,Current,8/31/2027,,
7/21/2026,Story Crossroads,82-1085178,Current,4/30/2027,,
7/21/2026,Story Family Foundation,87-2269584,Not Registered,,,
7/21/2026,Story Haven Writers,99-0845354,Current,7/31/2027,,
7/21/2026,Storybook Cavalcade Foundation,46-3527225,Not Registered,,,
7/21/2026,Storybook Hollow Inc,83-4323312,Closed,3/31/2025,,
7/21/2026,Storymakers Author Guild — Cindy C Larson Mbr,87-2791902,Not Registered,,,
7/21/2026,Stowell Crayk & Bown Foundation,47-2132330,Not Registered,,,
7/21/2026,Stowell Mutual Water And Canal Company,87-0501328,Current,6/30/2027,,
7/21/2026,Stradivarius International Violincompetition Inc,20-4798421,Current,5/31/2027,,
7/21/2026,Straight Ditch Company,86-3050529,Delinquent,6/30/2026,,
7/21/2026,Strata Education And Research,85-2440731,Upcoming Filing,8/31/2026,,
7/21/2026,Strata Policy,45-5339959,Closed,4/30/2022,,
7/21/2026,Strawberries & Cream Inc,88-2545543,Current,5/31/2027,,
7/21/2026,Strawberry Anglers Association,87-0609722,Not Registered,,,
7/21/2026,Strawberry Days Association,81-3676487,Closed,6/25/2004,,
7/21/2026,Strawberry High Line Canal Company,87-0181040,Current,2/28/2027,,
7/21/2026,Streams In The Wasteland Christian Ministries Inc,30-0265119,Closed,6/1/2005,,
7/21/2026,Street Dawg Crew Of Utah,82-2641220,Upcoming Filing,10/31/2026,,
7/21/2026,Street Smart Inc,45-3837062,Not Registered,,,
7/21/2026,Street Wellness Inc,82-1996787,Closed,5/31/2025,,
7/21/2026,Strengthenherutah,99-3033889,Current,5/31/2027,,
7/21/2026,Strengthening Families Foundation Org,45-4084392,Closed,12/31/2025,,
7/21/2026,Stride Ministries — Mountain Chapel Ministry,47-3944694,Not Registered,,,
7/21/2026,Strider2 Rider,87-2639895,Delinquent,10/31/2024,,
7/21/2026,Strike A Note Foundation,87-4089305,Upcoming Filing,12/31/2026,,
7/21/2026,Strike One Youth Baseball,47-4378796,Closed,6/30/2017,,
7/21/2026,Strikers Soccer Club,03-0489849,Current,1/31/2027,,
7/21/2026,Strobell Family Foundation,83-1826327,Upcoming Filing,9/30/2026,,
7/21/2026,Stroll Kaysville,83-0659443,Closed,5/31/2021,,
7/21/2026,Stronger Hearts Foundation,92-3199458,Current,3/31/2027,,
7/21/2026,Structural Engineers Association Of Utah,87-0686593,Current,1/31/2027,,
7/21/2026,Student Orphan Aid Program,27-3472104,Closed,9/30/2016,,
7/21/2026,Student Tuition Fund Inc,82-4102032,Upcoming Filing,11/30/2026,,
7/21/2026,Student Wildlands Adventure Program,83-4276844,Not Registered,,,
7/21/2026,Studio School,93-2262263,Current,6/30/2027,,
7/21/2026,Su Ma Ma Chinese Club Inc — Amanda Conklin,32-0481600,Not Registered,,,
7/21/2026,Su Sports,92-1194019,Upcoming Filing,12/31/2026,,
7/21/2026,Suazo Business Center,04-3693364,Current,6/30/2027,,
7/21/2026,Sub4 Santa,20-5131717,Closed,8/31/2021,,
7/21/2026,Subi Foundation Inc,88-0704389,Current,2/28/2027,,
7/21/2026,Sucypaa,82-4452663,Closed,2/28/2023,,
7/21/2026,Sudanese Community In Utah,27-0687806,Upcoming Filing,8/31/2026,,
7/21/2026,Sudha And Bharat Shah Foundation — Bharat H Shah Ttee,82-6616967,Not Registered,,,
7/21/2026,Sufficient Ministries Of Utah Inc,87-0403172,Closed,,,
7/21/2026,Sugar Face Foundation,86-1207461,Not Registered,,,
7/21/2026,Sugar House Community Council,20-1229163,Current,2/28/2027,,
7/21/2026,Sugar House Farmers Market,27-1989197,Closed,3/31/2020,,
7/21/2026,Sugar House Park Authority Inc,87-6112960,Delinquent,8/31/2024,,
7/21/2026,Sugar House Review Inc,27-0478903,Closed,7/1/2010,,
7/21/2026,Sugar Space Foundation Inc,81-1083953,Closed,1/31/2019,,
7/21/2026,Sugarhouse Rotary Charity Events Inc,87-0554802,Current,2/28/2027,,
7/21/2026,Suicide Sucks,47-4702171,Delinquent,8/31/2024,,
7/21/2026,Sullivan Famil Foundation,46-1585949,Not Registered,,,
7/21/2026,Sum1,45-5210181,Current,5/31/2027,,
7/21/2026,Sumi Nungwa,75-3240926,Current,5/31/2027,,
7/21/2026,Summer 900 Challenge,82-1002866,Closed,12/31/2023,,
7/21/2026,Summer Bear Life Balance Education,71-1026604,Current,2/28/2027,,
7/21/2026,Summerfest Arts Faire,26-0465751,Current,1/31/2027,,
7/21/2026,Summerhays Family Historical Library,87-0380878,Closed,7/1/1997,,
7/21/2026,Summit 4 A Cause,82-5453313,Closed,4/30/2020,,
7/21/2026,Summit Academy High School,27-1884849,Closed,7/31/2023,,
7/21/2026,Summit Academy Incorporated,04-3778013,Upcoming Filing,10/31/2026,,
7/21/2026,Summit And Wasatch County Amateur Hockey Association,35-2333553,Closed,6/30/2026,,
7/21/2026,Summit Bike Club,45-4220051,Closed,1/31/2021,,
7/21/2026,Summit Bridge Academy Inc,83-3825656,Closed,,,
7/21/2026,Summit Charity Foundation,88-2338023,Current,4/30/2027,,
7/21/2026,Summit Community Gardens,47-3560666,Closed,4/30/2026,,
7/21/2026,Summit Community Institute,47-2323951,Not Registered,,,
7/21/2026,Summit Cooperative Weed Management Area,93-3258490,Current,3/31/2027,,
7/21/2026,Summit County Clubhouse,83-3917769,Closed,2/28/2026,,
7/21/2026,Summit County Junior Livestock Association Inc,83-3392897,Closed,5/31/2025,,
7/21/2026,Summit County Search And Rescue Fund,81-5250417,Not Registered,,,
7/21/2026,Summit County Sheriffs Office Trust Fund Inc,81-4466172,Upcoming Filing,9/30/2026,,
7/21/2026,Summit Journeys Inc,88-1231317,Current,3/31/2027,,
7/21/2026,Summit Knowledge And Action Network,81-1425850,Closed,1/31/2020,,
7/21/2026,Summit Land Conservancy,42-1538872,Current,4/30/2027,,
7/21/2026,Summit Pride Foundation — Summit Pride,99-3351122,Not Registered,,,
7/21/2026,Summit Vista Charitable Foundation,84-2860429,Closed,8/31/2023,,
7/21/2026,Summit Water Distribution Company,94-2682660,Current,3/31/2027,,
7/21/2026,Summit Youth Baseball,84-4724952,Current,2/28/2027,,
7/21/2026,Summum Bonum Studios,87-4310128,Current,1/31/2027,,
7/21/2026,Sumsion Foundation,93-4777258,Upcoming Filing,12/31/2026,,
7/21/2026,Sundance Canyon Foundation,83-4488559,Closed,4/30/2025,,
7/21/2026,Sundance Childrens Theater Inc,87-0474671,Closed,10/31/2020,,
7/21/2026,Sundance Institute,87-0361394,Upcoming Filing,10/31/2026,,
7/21/2026,Sundance Institute California Inc,75-3036011,Not Registered,,,
7/21/2026,Sundance Mountain Sports Education Foundation,47-2050589,Closed,9/30/2017,,
7/21/2026,Sundance Nature Alliance,88-2352637,Current,5/31/2027,,
7/21/2026,Sundance Nsda,92-1207911,Upcoming Filing,12/1/2026,,
7/21/2026,Sundance Preserve Inc,87-0576693,Closed,1/31/2024,,
7/21/2026,Sunday Assembly Salt Lake City,81-1994815,Closed,5/31/2017,,
7/21/2026,Sunday Subjects Inc,99-4477482,Current,1/31/2027,,
7/21/2026,Sundial Temple Earth Preservation Society Inc,99-0529132,Current,1/31/2027,,
7/21/2026,Sunflower Foundation,30-1198809,Closed,5/31/2025,,
7/21/2026,Sunflower Foundation Inc,27-1254985,Closed,5/31/2025,,
7/21/2026,Sunny Beginnings,93-1974938,Delinquent,6/30/2024,,
7/21/2026,Sunrise After Suicide,92-3643193,Upcoming Filing,12/31/2026,,
7/21/2026,Sunrise Ecopolis Foundation Inc,87-0651927,Closed,2/28/2022,,
7/21/2026,Sunrise Educational Forum,86-3456793,Delinquent,4/30/2026,,
7/21/2026,Sunrise Foundation — Johnson Shanyn Ttee,87-0638727,Not Registered,,,
7/21/2026,Sunrise Mountain Foundation,92-1177445,Closed,11/30/2025,,
7/21/2026,Sunrise Riding School,86-2306792,Closed,3/31/2026,,
7/21/2026,Sunrise Youth Rising,83-4574559,Current,5/31/2027,,
7/21/2026,Sunrock Foundation,93-4105135,Not Registered,,,
7/21/2026,Sunsation Inc,20-2884718,Closed,4/3/2003,,
7/21/2026,Sunshine Heroes Foundation Inc,26-0267341,Current,5/31/2027,,
7/21/2026,Sunshine Terrace Foundation Inc,87-0208619,Upcoming Filing,11/30/2026,,
7/21/2026,Sunstone Education Foundation Incorporated,87-0683974,Closed,9/30/2017,,
7/21/2026,Superhero Visits,81-1248833,Closed,1/31/2020,,
7/21/2026,Superior Perparation Ministries,61-2054278,Not Registered,,,
7/21/2026,Supheroes Foundation Inc,85-3055151,Closed,9/30/2021,,
7/21/2026,Supplies For A Better Future Foundation,84-4165877,Current,1/31/2027,,
7/21/2026,Support Professionals Of Tooele School District,84-3043294,Not Registered,,,
7/21/2026,Supporters Of Scouting In The West,33-2267219,Upcoming Filing,11/30/2026,,
7/21/2026,Surefire Inc,47-2395578,Not Registered,,,
7/21/2026,Surgical Wiki Corporation,93-3648540,Upcoming Filing,9/30/2026,,
7/21/2026,Surviving Injury,99-2876745,Current,5/31/2027,,
7/21/2026,Survivorsare Llc — Survivorsare,47-4520510,Not Registered,,,
7/21/2026,Sus Manos Inc,92-2138407,Current,1/31/2027,,
7/21/2026,Susan B. Anthony List Education Fund,264788700,Not Registered,,,
7/21/2026,Susank Org,81-2615124,Closed,5/31/2022,,
7/21/2026,Sustainable Agriculture Association Of The Bear River Area — Cache Valley Gardeners Market,87-0686745,Not Registered,,,
7/21/2026,Sustainable Living Academy Inc,45-3773968,Upcoming Filing,11/30/2026,,
7/21/2026,Sustainable Startups,46-3768131,Closed,12/31/2025,,
7/21/2026,Sustainenergyfinance,92-3892976,Current,6/30/2027,,
7/21/2026,Sustaining Life Worldwide,81-0553921,Delinquent,5/31/2026,,
7/21/2026,Sutherland Institute,87-0531727,Upcoming Filing,9/30/2026,,
7/21/2026,Suzuki Association Of Utah — S A 7,87-0506832,Not Registered,,,
7/21/2026,Suzuki Strings Cedar City,46-4528762,Delinquent,9/30/2024,,
7/21/2026,Suzys Senior Companionship Services,84-2133633,Current,4/30/2027,,
7/21/2026,Swaddle Love,85-3378240,Upcoming Filing,8/31/2026,,
7/21/2026,Swan Sampler Preservation & Education Foundation — Swan Sampler Guild,26-1308910,Not Registered,,,
7/21/2026,Swapp Foundation,99-2681684,Current,4/30/2027,,
7/21/2026,Swatc Foundation,46-1233025,Upcoming Filing,10/31/2026,,
7/21/2026,Swedish Womens Educational Association International Of Utah,33-1684734,Not Registered,,,
7/21/2026,Sweet Adelines International — 0808 Wasatch A Cappella Chapter,87-6123535,Not Registered,,,
7/21/2026,Sweet Harmony Performing Arts Group,47-4924547,Upcoming Filing,8/31/2026,,
7/21/2026,Sweet Tender Mercies Inc,47-3918008,Not Registered,,,
7/21/2026,Swing 4 Cancer Foundation,82-5356747,Closed,4/30/2025,,
7/21/2026,Swing For Life Inc,45-0543253,Upcoming Filing,9/30/2026,,
7/21/2026,Swinging For Dylan,36-4912132,Upcoming Filing,7/31/2026,,
7/21/2026,Swiss Alpine Water Company,87-0565514,Upcoming Filing,9/30/2026,,
7/21/2026,Swiss Benevolent Society,52-1394736,Not Registered,,,
7/21/2026,Swiss Chorus Edelweiss,87-0548474,Upcoming Filing,7/31/2026,,
7/21/2026,Swiss Generations Inc,85-4351471,Upcoming Filing,12/31/2026,,
7/21/2026,Syd Riggs Foundation,45-2573895,Current,5/31/2027,,
7/21/2026,Symphony Natural Health Institute,93-1598040,Not Registered,,,
7/21/2026,Symphony Of The Canyons,20-2786594,Upcoming Filing,12/31/2026,,
7/21/2026,Synalima,99-1430873,Current,2/28/2027,,
7/21/2026,Synergy Family Services Foundation,84-5076171,Not Registered,,,
7/21/2026,Syracuse Art Academy North Parent V Olunteer Organization — Saa North Pvo,41-2924091,Not Registered,,,
7/21/2026,Syracuse Arts Academy Inc,11-3738847,Upcoming Filing,11/30/2026,,
7/21/2026,Syracuse Firefighter Association,26-1366089,Not Registered,,,
7/21/2026,Syracuse Lacrosse,80-0608119,Closed,6/30/2016,,
7/21/2026,Syracuse Museum Foundation,87-0528141,Upcoming Filing,10/31/2026,,
7/21/2026,Syracuse Police Association,26-1366440,Not Registered,,,
7/21/2026,Syracuse Police Dare,26-4526470,Not Registered,,,
7/21/2026,Syracuse Youth Lacrosse Association,93-2986854,Closed,8/31/2025,,
7/21/2026,T & A Wright Family Foundation,20-0028009,Not Registered,,,
7/21/2026,T & J Kofford Foundation,88-0533985,Closed,2/29/2024,,
7/21/2026,T Beck Foundation,20-5969040,Upcoming Filing,12/31/2026,,
7/21/2026,T Birds With A Purpose Inc,88-3217639,Current,7/31/2027,,
7/21/2026,T Henry Moray Foundation,27-2408967,Closed,3/31/2024,,
7/21/2026,T Luke Savage Family Foundation,87-0651831,Upcoming Filing,11/30/2026,,
7/21/2026,T N Dodd Irrigation Company,93-3373928,Upcoming Filing,10/31/2026,,
7/21/2026,T R E Inc,82-3624158,Upcoming Filing,11/30/2026,,
7/21/2026,Tabby Tails Corp — Tabby Tails,93-3361625,Not Registered,,,
7/21/2026,Tabithas Way,27-3402820,Upcoming Filing,10/31/2026,,
7/21/2026,Tabletop For Teens,84-4146149,Closed,1/31/2024,,
7/21/2026,Tag Ranch Inc,80-0412509,Delinquent,4/30/2026,,
7/21/2026,Taiko Association Of Utah,88-4066215,Upcoming Filing,8/31/2026,,
7/21/2026,Tailoring Techniques Inc,83-2120492,Closed,10/31/2023,,
7/21/2026,Tailwinds Rental Assistance,99-1691864,Current,3/31/2027,,
7/21/2026,Taiwanese Association Of Greater Salt Lake,42-1763208,Closed,3/31/2025,,
7/21/2026,Taiwanese Chamber Of Commerce Of Greater Salt Lake,46-4295423,Upcoming Filing,11/30/2026,,
7/21/2026,Talk To A Survivor Inc,81-2562444,Closed,4/30/2020,,
7/21/2026,Tall Foundation,93-4789667,Closed,,,
7/21/2026,Tall Mountain Wellness,84-3491499,Closed,10/31/2025,,
7/21/2026,Tammy Douglas Daybell Foundation,85-1141283,Delinquent,6/30/2026,,
7/21/2026,Tan S Treats Inc,81-2756565,Not Registered,,,
7/21/2026,Tandika Revitalization Fund,93-3730356,Upcoming Filing,9/30/2026,,
7/21/2026,Tanner Charitable Trust,87-6125059,Current,4/30/2027,,
7/21/2026,Tanner Family Foundation,86-1211754,Closed,12/31/2025,,
7/21/2026,Tanner Gift Of Music Trust,87-0393467,Not Registered,,,
7/21/2026,Tanner Trust For Utah Universities,23-7359476,Not Registered,,,
7/21/2026,Tarkken Roessler Foundation,46-1872366,Closed,12/31/2022,,
7/21/2026,Tarsus Group,81-5093270,Closed,3/31/2025,,
7/21/2026,Tashas Furry Friends Sanctuary — Melissa Cowley Sole Mbr,26-2671041,Not Registered,,,
7/21/2026,Tawnee House,88-2588640,Closed,5/31/2026,,
7/21/2026,Tax Help Utah Inc,85-1046259,Closed,5/31/2025,,
7/21/2026,Taylor Family Foundation,74-3067797,Not Registered,,,
7/21/2026,Taylor Family History Foundation,90-0583709,Current,6/30/2027,,
7/21/2026,Taylor Hagen Memorial Inc,81-4919287,Not Registered,,,
7/21/2026,Taylorsville Arts Council,84-1389786,Upcoming Filing,8/31/2026,,
7/21/2026,Taylorsville Dayzz,27-2285169,Closed,4/30/2015,,
7/21/2026,Taylorsville Fast Pitch Softball League,47-5594110,Closed,11/30/2019,,
7/21/2026,Taylorsville Football Booster Club,87-2580716,Upcoming Filing,9/30/2026,,
7/21/2026,Taylorsville Irrigation Company,87-0657722,Current,3/31/2027,,
7/21/2026,Taylorsville Senior Housing Corporation,38-3796442,Current,2/28/2027,,
7/21/2026,Taylorsville Warriors Youth Baseball,82-4425587,Current,2/28/2027,,
7/21/2026,Tbftm,26-2398056,Closed,7/31/2023,,
7/21/2026,Tc Alliance Foundation,93-4728755,Upcoming Filing,11/30/2026,,
7/21/2026,Tc Knights Academy Inc,33-1582887,Upcoming Filing,10/31/2026,,
7/21/2026,Tc United Fc — Tc United,86-1568579,Not Registered,,,
7/21/2026,Tc Youth Basketball Inc,99-3071045,Current,5/31/2027,,
7/21/2026,Tcar Charities,83-1740531,Upcoming Filing,8/31/2026,,
7/21/2026,Tcdc Foundation — Tamra C Call Ttee,99-6590408,Not Registered,,,
7/21/2026,Tck Foundation,20-4039097,Upcoming Filing,11/30/2026,,
7/21/2026,Te Fano O Te Ra,85-2094194,Closed,7/31/2023,,
7/21/2026,Te Foundation,20-5772154,Not Registered,,,
7/21/2026,Teach A Man How To Fish,47-1026693,Closed,1/1/1900,,
7/21/2026,Teach Me To Learn,99-2974325,Current,5/31/2027,,
7/21/2026,Teaching Amor Inc,92-1069372,Upcoming Filing,11/30/2026,,
7/21/2026,Teah Rescue Inc,83-3484293,Current,1/31/2027,,
7/21/2026,Team Flying Monkeys,81-2477900,Closed,5/31/2019,,
7/21/2026,Team Hill Chiefs Council,84-3502522,Not Registered,,,
7/21/2026,Team Hill Company Grade Officers Council — Team Hill Cgoc,82-3112807,Not Registered,,,
7/21/2026,Team Hill Operation Warm Heart,20-3746397,Not Registered,,,
7/21/2026,Team Hill Presidents Council,99-4297624,Not Registered,,,
7/21/2026,Team Hill Top 3 Association,47-3890256,Not Registered,,,
7/21/2026,Team Hope Foundation,87-3913480,Closed,12/31/2025,,
7/21/2026,Team Mason Foundation,26-0760544,Closed,8/31/2014,,
7/21/2026,Team Mill Hollow,46-5481227,Closed,4/30/2020,,
7/21/2026,Team Park City United Inc,47-1724573,Closed,9/30/2017,,
7/21/2026,Team Ross Foundation,93-2225736,Current,6/30/2027,,
7/21/2026,Team Talen Foundation,88-3941550,Upcoming Filing,8/31/2026,,
7/21/2026,Team Thunder Puss,87-3491047,Upcoming Filing,11/30/2026,,
7/21/2026,Team Together Youth,86-3680705,Closed,4/30/2025,,
7/21/2026,Team Tullis Family Foundation,86-1213273,Closed,12/31/2025,,
7/21/2026,Team Utah Snowboarding Inc,27-0733209,Closed,7/31/2025,,
7/21/2026,TEAM WETHRIVE INC.,463341254,Not Registered,,,
7/21/2026,Team Winter,80-0524973,Not Registered,,,
7/21/2026,Team Xtremewarriors,82-3689096,Not Registered,,,
7/21/2026,Teamcynergy,82-0916794,Current,3/31/2027,,
7/21/2026,Teamsteele Inc,80-0581940,Closed,4/30/2019,,
7/21/2026,Teamsters Ralph J Taurone Scholarship And Benevolent Fund,75-0109026,Current,3/31/2027,,
7/21/2026,Tears For Life Foundation — Tears For Life,84-3401189,Not Registered,,,
7/21/2026,Teasdale Historical Society,82-3783515,Upcoming Filing,12/31/2026,,
7/21/2026,Tech Moms,86-3417178,Current,4/30/2027,,
7/21/2026,Techhope Global Inc,93-2977671,Upcoming Filing,8/31/2026,,
7/21/2026,Technology Rich Learning Systems Inc A Delaware Corp,33-0764968,Not Registered,,,
7/21/2026,Technology Student Association — Utah Tsa,52-1905783,Not Registered,,,
7/21/2026,Ted And Norma H Warthen Foundation Corporation,87-0621275,Not Registered,,,
7/21/2026,Tee It Up Foundation — Tee It Up,46-2028759,Not Registered,,,
7/21/2026,Teen Force,84-2178145,Upcoming Filing,8/31/2026,,
7/21/2026,Teen Writers Inc,27-2072267,Closed,3/31/2022,,
7/21/2026,Teen X,92-2862721,Closed,3/31/2026,,
7/21/2026,Teens Act,27-5196471,Closed,1/31/2019,,
7/21/2026,Teens Run Salt Lake City,93-4893250,Upcoming Filing,12/31/2026,,
7/21/2026,Teeny Tears,46-1234812,Upcoming Filing,10/31/2026,,
7/21/2026,Telford Family Foundation,26-1448300,Upcoming Filing,8/31/2026,,
7/21/2026,Telos Academy Llc,37-1755860,Closed,1/31/2015,,
7/21/2026,Telos Classical Foundation,87-3800742,Closed,3/31/2026,,
7/21/2026,Telugu Association Of Utah,26-0767943,Not Registered,,,
7/21/2026,Temescal Inc,84-3242957,Closed,9/30/2023,,
7/21/2026,Temple Air,82-4280072,Closed,2/29/2024,,
7/21/2026,Temple And Observatory Group,46-2392392,Closed,3/31/2026,,
7/21/2026,Temple Riders Association Llc — Temple Riders Association,26-3684872,Not Registered,,,
7/21/2026,Temple To Temple Inc,84-2790561,Closed,7/31/2021,,
7/21/2026,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,23-1365971,Not Registered,,,
7/21/2026,Temporary Urgent Relief Fund Inc,83-3343525,Upcoming Filing,8/31/2026,,
7/21/2026,Ten Thousand Beds Inc — 10000 Beds,47-3609493,Not Registered,,,
7/21/2026,Tender Heart Beats,45-4544252,Closed,4/30/2025,,
7/21/2026,Tender Hopes Crisis Center Inc — Tender Hopes Crisis Center,83-2317664,Not Registered,,,
7/21/2026,Tender Mercies Company — Tender Mercies,46-5133001,Not Registered,,,
7/21/2026,Tender Mercies Inc,83-1268858,Current,7/31/2027,,
7/21/2026,Tender Years,87-0637071,Closed,7/31/2025,,
7/21/2026,Tenmile Foundation,56-2632694,Upcoming Filing,7/31/2026,,
7/21/2026,Tenmillionstrongcom,83-3280670,Closed,1/31/2024,,
7/21/2026,Tennis And Tutoring Program,30-1199289,Current,3/31/2027,,
7/21/2026,Tennis And Tutoring Program,45-4999860,Current,3/31/2027,,
7/21/2026,Tennis For Life,92-0973795,Closed,11/30/2025,,
7/21/2026,Teri And Dean Flanders Foundation,46-3951938,Not Registered,,,
7/21/2026,Terra Academy Inc,46-5495139,Upcoming Filing,10/31/2026,,
7/21/2026,Terra Nova Ministries Inc,26-0365632,Not Registered,,,
7/21/2026,Terry & Diane Buxton Family Foundation Inc,93-1898455,Current,5/31/2027,,
7/21/2026,Terry And Lynne Buckner Family Foundation,93-4923996,Upcoming Filing,12/31/2026,,
7/21/2026,Testify Of Christ — Marc K Ensign Sole Mbr,87-4160094,Not Registered,,,
7/21/2026,Tethys Geoscience Foundation,99-4996486,Upcoming Filing,9/30/2026,,
7/21/2026,Tetlar Foundation A Charitable Trust,74-2353351,Not Registered,,,
7/21/2026,Tetradapt Community,83-1523771,Current,6/30/2027,,
7/21/2026,Texas Christian University,750827465,Not Registered,,,
7/21/2026,Teyas Steps Inc,88-3551603,Not Registered,,,
7/21/2026,Tfb Legacies — Tfbl,99-1481818,Not Registered,,,
7/21/2026,Tff Inc,33-2444855,Closed,12/31/2025,,
7/21/2026,Tgapa,61-1750427,Closed,1/31/2016,,
7/21/2026,Tgt — Giving Tree,86-2950746,Not Registered,,,
7/21/2026,Thai Assn Of Utah,80-0221642,Not Registered,,,
7/21/2026,Thai Together Inc,82-2486535,Closed,6/30/2022,,
7/21/2026,Thank A Hero Foundation,46-4898228,Not Registered,,,
7/21/2026,Thank You For Your Service Foundation,93-1851536,Delinquent,6/30/2026,,
7/21/2026,Thanks For Giving,32-0827200,Current,2/28/2027,,
7/21/2026,Thanksgiving Heroes Headquarters — Thanksgiving Heroes Foundation,33-4769752,Not Registered,,,
7/21/2026,Thanksgiving Heroes Slc Inc,47-5022580,Upcoming Filing,9/30/2026,,
7/21/2026,Thanksgiving Point Institute Inc — Rasmussen Ralph W Jr Ttee,84-1416158,Not Registered,,,
7/21/2026,Tharmarajah Family Foundation — Sivakumaran Tharmarajah Ttee,88-6213626,Not Registered,,,
7/21/2026,Thatcher Hill Water Company,99-0501697,Upcoming Filing,11/30/2026,,
7/21/2026,Thatcher Penrose Service District C/O Jerry L Fronk,87-0415973,Not Registered,,,
7/21/2026,Thats Church,33-4322830,Current,3/31/2027,,
7/21/2026,Thavma Foundation Inc,20-5042444,Closed,6/30/2015,,
7/21/2026,"THE ACHIEVEMENT NETWORK, LTD.",20-3289870,Current,3/31/2027,,
7/21/2026,The Adult Education Association Of Utah,94-2811353,Upcoming Filing,11/30/2026,,
7/21/2026,The Allen Institute For Artificial Intelligence,824083177,Not Registered,,,
7/21/2026,The Alumni Corporation,90-0634923,Current,1/31/2027,,
7/21/2026,The Alvin E Malstrom Foundation,87-0471168,Upcoming Filing,12/31/2026,,
7/21/2026,THE AMERICAN GERIATRICS SOCIETY INC.,131950856,Not Registered,,,
7/21/2026,THE AMERICAN ONCOLOGIC HOSPITAL,23-1352156,Not Registered,,,
7/21/2026,The Anderson Foundation,46-5593885,Not Registered,,,
7/21/2026,The Archer Family Charitable Corporation,87-0491844,Upcoming Filing,12/31/2026,,
7/21/2026,The Archie Eugene And Annie Sims Jones Carter Educational,82-5503652,Not Registered,,,
7/21/2026,THE ASIA SOCIETY,13-3234632,Not Registered,,,
7/21/2026,"THE ASSOCIATED: JEWISH COMMUNITY FEDERATION OF BALTIMORE, INC.",52-0607957,Not Registered,,,
7/21/2026,The Awareness Project,93-4943587,Upcoming Filing,12/31/2026,,
7/21/2026,The Ayco Charitable Foundation,141782466,Not Registered,,,
7/21/2026,The Baptiste Foundation,45-1441627,Not Registered,,,
7/21/2026,The Barbara Barrington Jones Foundation,81-2022305,Current,3/31/2027,,
7/21/2026,The Battalion Drum And Bugle Corps Inc,47-1080527,Current,5/31/2027,,
7/21/2026,The Beautiful Heart Foundation,81-2340209,Current,4/30/2027,,
7/21/2026,The Belliston Family Foundation,87-0641274,Not Registered,,,
7/21/2026,The Benjamin Foundation,87-0679599,Closed,7/31/2025,,
7/21/2026,The Bennett W Anderson Family Foundation,87-0643710,Not Registered,,,
7/21/2026,The Beta Epsilon Chapter House Corp Sigma Chi Fraternity,87-0452609,Not Registered,,,
7/21/2026,The Beth L Daryl Davis Charitable Foundation,87-0503468,Closed,12/31/2013,,
7/21/2026,The Bics Fellowship,27-0552857,Closed,7/31/2011,,
7/21/2026,The Bosque Lluvioso Foundation — Dba Pax Natura,87-0566041,Not Registered,,,
7/21/2026,The Bountiful Rotary Service Partners Foundation,87-0617745,Not Registered,,,
7/21/2026,The Boys & Girls Club Of Northern Utah,87-0529606,Closed,12/31/2017,,
7/21/2026,The Boys & Girls Clubs Of Weber Davis,87-0660689,Upcoming Filing,8/31/2026,,
7/21/2026,The Brave Foundation,86-1721700,Closed,1/31/2023,,
7/21/2026,THE BRIDGE FUND,912144422,Not Registered,,,
7/21/2026,The Brigham City Volunteer Firemens Association,87-0675092,Not Registered,,,
7/21/2026,The Cancierge Foundation,82-1633809,Delinquent,5/31/2026,,
7/21/2026,The Candy Bomber Foundation,81-2879837,Delinquent,6/30/2026,,
7/21/2026,The Cash That Cares Foundation Inc,46-1910875,Closed,12/31/2015,,
7/21/2026,The Cedar City Junior Ballet,35-2311375,Current,5/31/2027,,
7/21/2026,The Cedar City Volunteer Firemens Relief Association,87-0515945,Not Registered,,,
7/21/2026,The Center,27-5472812,Closed,3/31/2021,,
7/21/2026,The Center For Global Leadership Inc,20-5375045,Upcoming Filing,7/31/2026,,
7/21/2026,"THE CENTER FOR REPRODUCTIVE RIGHTS, INC.",13-3669731,Not Registered,,,
7/21/2026,The Center For The Living City,26-1169146,Closed,1/31/2026,,
7/21/2026,The Chad & Kristin Christensen Foundation,87-1870567,Not Registered,,,
7/21/2026,The Charlemagne Institute,264057885,Not Registered,,,
7/21/2026,The Chick And Doc Foundation Inc,47-2938948,Not Registered,,,
7/21/2026,THE CHILDREN'S HOSPITAL OF PHILADELPHIA FOUNDATION,23-2237932,Not Registered,,,
7/21/2026,The Childrens Center Endowment Trust,87-0426949,Not Registered,,,
7/21/2026,The Christopher B And Louise Munday Foundation,85-6810390,Not Registered,,,
7/21/2026,The Church Of The Open Door,23-7043341,Delinquent,10/31/2024,,
7/21/2026,The Clapham Foundation Inc,82-2507123,Closed,3/31/2022,,
7/21/2026,The Cluff House Inc,45-4611989,Closed,1/31/2026,,
